"filename", "language", "JSON", "XML", "C#", "UnityShader", "ApexLog", "TypeScript JSX", "comment", "blank", "total"
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level3.tmx", "XML", 0, 176, 0, 0, 0, 0, 0, 1, 177
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level4.tmx", "XML", 0, 143, 0, 0, 0, 0, 0, 1, 144
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Enemies.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 10, 0, 1, 11
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Grass.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Markers.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 1, 17
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Placeables.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 24, 0, 1, 25
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Shore.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 9, 0, 1, 10
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Soil.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 84, 0, 1, 85
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Water.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/out/linecount.json", "JSON", 1285, 0, 0, 0, 0, 0, 0, 0, 1285
"Total", "-", 11751, 1691, 8508, 2338, 14808, 151, 8087, 3722, 51056
